providerName,contactInfo,address,region,province,city,remarks,providerCode
"SACRED HEART DIAGNOSTIC MEDICAL CLINIC, INC.","TEL.#: 8-853-0235, 8-853-0633, 8-852-0429; Telefax: 8-853-0234 Email: clinic.sacredheart@gmail.com; sacredheartdiagnostic@gmail.com","2/F RIGHT WING MAGA CENTRE, PASEO DE MAGALLANES, MAGALLANES VILLAGE, MAKATI CITY",NCR,METRO MANILA,MAKATI,,10636
SHIP TO SHORE MEDICAL ASSIST INC,CP: 0977-836-0431 Email: marilarmd@shiptoshore.com.ph,"MA. CORNELIA BUILDING, 222 GEN. PUYAT AVE., MAKATI",NCR,METRO MANILA,MAKATI,,12401
"SINGAPORE MEDICAL LABORATORIES, INC.",Tel.#: 8-845-0655 Fax: 8-552-3657; CP: 0917-5664137 Email : customercare@singaporediagnostics.com,"4/F STERLING CENTRE, 131 DELA ROSA COR ORMAZA STS., LEGASPI VILLAGE, MAKATI CITY",NCR,METRO MANILA,MAKATI,,11361
ST. CAMILLUS POLYCLINIC-MAKATI,"TEL.#: 8-899-3053 FAX: 8-899-2681, 8-890-0190 EMAIL: camillusmakati@gmail.com ","1570 ARCHIMEDES ST., BRGY. LAPAZ MAKATI  CITY",NCR,METRO MANILA,MAKATI,,10759
"ST. THERESE MULTI-SPECIALTY SERVICES, INC.",Tel.#: 8-478-3091 CP: CP: 0917-8074224; 0920-9684630,"#9 SAMPAGUITA ST., PEMBO, MAKATI CITY",NCR,METRO MANILA,MAKATI,,11320
"THE EXECUTIVE SCREENING CENTER (ST. DOMINIC SAVIO MEDICAL SERVICES, INC.)",TEL.#: 7-793-8751 EMAIL: esc.centuriamedicalmakati@gmail.com,"UNIT 829-834 AND UNIT G04 CENTURIA MAKATI, KALAYAAN AVE., COR. SALAMANCA ST. BRGY. POBLACION, MAKATI CITY",NCR,METRO MANILA,MAKATI,,11739
THE MEDICAL CITY-MAKATI,Tel.#: 8-856-4449 Telefax: 8-403-9579 ; CP:09328537590; Email: tmcwaltermartmakati@medicalcity.com.ph,"3/F WALTERMART CENTER-MAKATI CHINO ROCES COR. ARNAIZ ST., PIO DEL PILAR, MAKATI CITY",NCR,METRO MANILA,MAKATI,,10906
"THE SURGERY CENTER (AMATUS SURGICARE, INC.)",Tel.# 7-793-8717,7F CENTURIA MEDICA MAKATI KALAYAAN AVE. COR. SALAMANCA ST. BRGY. POBLACION MAKATI CITY,NCR,METRO MANILA,MAKATI,,11740
"TROPICAL DISEASE FOUNDATION, INC. ",Tel.#: 7-751-6021; 894-0741/43 Email: inquiries@tdf.org.ph,"PHILIPPINE INSTITUTE TUBERCOLOSIS BLDG., AMORSOLO COR. URBAN AVE., BRGY. PIO DEL PILAR, MAKATI CITY",NCR,METRO MANILA,MAKATI,,11406
V2U HEALTHCARE PHILIPPINES INC. (PHYSIO ASIA THERAPY CENTRE),TEL.#: 8-863-0657 CP.#: 0917-1654933,"U-2205 CENTURIA MEDICAL MAKATI , KALAYAAN AVE. COR. SALAMANCA ST. POBLACION, MAKATI CITY",NCR,METRO MANILA,MAKATI,,12917
WELLNEST DIAGNOSTIC CENTER (HAPPY TESTING CENTER CORP),TEL. NO. (02) 8572-7214 CP.#: 0991-4400749 ,"5864 ALFONSO STREET, BRGY. POBLACION, MAKATI CITY",NCR,METRO MANILA,MAKATI,,13070
WILMAR DIAGNOSTIC & MEDICAL CLINIC,TEL.#: 8-659-8582 Email: wilmar.clinic@yahoo.com; wilmarclinic@yahoo.com,"UNIT 302 AMV BLDG. 1748 EVANGELISTA ST. BRGY. BANGKAL, MAKATI CITY",NCR,METRO MANILA,MAKATI,,10975
BLYSSA MEDICAL CLINIC AND DIAGNOSTIC CENTER,TEL.#: 8-334-2702 CP: 0916-909-4795 EMAIL: bmcdc808@gmail.com,"UNIT 1A & 1C CONCORDIA BLDG. RIZAL AVE. EXT. BRGY. TAÑONG, MALABON CITY",NCR,METRO MANILA,MALABON,,12420
MEDEXCEL HEALTHCARE+ INC.,TEL.#: 02-7-799-4345 M: 0998-889-8080 Email: medexcelhealthcare@gmail.com,"LEVEL 2-210 TO 212 ROBINSON'S TOWN MALL MALABON #5 GOV. PASCUAL AVE. COR. CRISPIN ST. TINAJEROS, MALABON CITY",NCR,METRO MANILA,MALABON,,11714
"EXPRES MEDICAL CENTER, CO.-MALABON",Tel# 8-281-6842,"#114 2ND FLOOR JAMYR BLDG. MAC ARTHUR HIGHWAY POTRERO, MALABON CITY ",NCR,METRO MANILA,MALABON,,10910
METRO SPECIALISTS DIAGNOSTIC AND SURGICENTER,Tel.#: (02) 8-352-3663; 8-425-0898 CP: 0927-791-1999; Email: metrospecialists@yahoo.com,"2ND FLOOR, MGC VERANDA, #31 GOV. PASCUAL AVE., TINAJEROS, MALABON",NCR,METRO MANILA,MALABON,,11603
"NEW WORLD DIAGNOSTICS, INC.-MALABON (FORMERLY NEW WORLD LABORATORY-MALABON)",TEL.#: 8-243-6407; 8-243-6423 EMAIL: malabon@nwdi.com.ph,"UNIT 101 & 102 MEZANNINE FLOOR,PANCO SQUARE BLDG., 67 MCARTHUR HIGHWAY, BRGY. POTRERO, MALABON CITY",NCR,METRO MANILA,MALABON,,10241
POLYHEALTH DIAGNOSTIC AND LABORATORY INC.,TEL.#: 8252-9000 CP: 0967-4524424 EMAIL: malabonpolyhealth@gmail.com,"2F CENEL PLACE, 239 GEN. LUNA COR. BURGOS ST., BRGY. CONCEPCION, MALABON CITY",NCR,METRO MANILA,MALABON,,11419
ST. FAUSTA MEDICAL AND DIAGNOSTIC CENTER,TEL.#: 8-295-6912 EMAIL: stfausta@yahoo.com; stfausta27@gmail.com,"UNIT C. BPI 0167 M.H. DEL PILAR ST. SANTULAN, MALABON CITY",NCR,METRO MANILA,MALABON,,12857
ST. JUDE MEDICAL CLINIC & DIAGNOSTIC CENTER-TINAJEROS,Tel. # 8-986-4914; CP: 0933-826-7432,"#153 GOV. PASCUAL COR. M.H. DEL PILAR, TINAJEROS, MALABON CITY",NCR,METRO MANILA,MALABON,,11239
SUNRISE MEDICAL LAB. INC. (HI-PRECISION DIAGNOSTICS-MALABON BRANCH),MOBILE: 09209775938; 09178293164 ," 1/F L12 A FISHERMALL MALABON, L2-10 BLK8 PH3 E-2 LONGOS DISTRICT 2 MALABON CITY",NCR,METRO MANILA,MALABON,,13097
AMERICAN HEARING CENTER CORP. – THE PODIUM MALL BRANCH,TEL.#: (02) 8-633-2678 CP: 0906-201-5563 EMAIL: thepodium.amearco@gmail.com,"LOWER GROUND FLR. 18 ADB AVE., ORTIGAS CENTER MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11635
"ASIA RENAL CARE PHILIPPINES, INC. - SHAW",Tel.#  8-6962659; 8-6875691; Telefax: 8-687-6611 Mobile: 0917-5927917 Email: Nephrocare.Shaw@fmc-asia.com,"G/F LITTMAN BLDG., JAIME CARDINAL SIN CORNER E DE LA PAZ ST. BRGY. PLEASANT HILLS, MANDALUYONG CITY ",NCR,METRO MANILA,MANDALUYONG,,11692
BUELA PHYSIOTHERAPY PHYSICAL THERAPY CLINIC,TEL: (02) 86932428; CP: 09563864660,"UNIT 2504 ENTRATA URBAN COMPLEX, BRGY ALABANG MUNTINLUPA CITY, METRO MANILA",NCR,METRO MANILA,MANDALUYONG,,13101
CARDIA OLYMPIA MEDICAL AND TRADING CORP.,Tel#: (02) 7-797-5071 CP: 0917-175-0671; 0932-738-8758,"LEVEL B, SPARTA 126  PIONEER ST. MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11719
CARDINAL SANTOS KIDNEY CARE CENTER,TEL.#: 8-721-7280; 8-636-3679 CP: 0907-107-3331 EMAIL: cskcc@csmc.ph,SM CHERRY MALL SHAW BLVD. PLEASANT HILL MANDALUYONG CITY,NCR,METRO MANILA,MANDALUYONG,,12465
CLINICA MANILA-MEGAMALL,"TEL #: 8-661-7777, 8-661-9690, 8-695-9830, 8-695-3676, 8-696-7287 CP:(Call only): 0917-5807691; 0920-2772002","2/F UNIT 202 BLDG.A SM MEGAMALL COMPLEX, DOÑA JULIA VARGAS AVE., MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,"
10460"
MAGNIFICAT DIAGNOSTIC INC.,TEL.#: 8-451-2573; 8-442-5036 CP: 0943-846-0517 EMAIL: magnificatdiagnostic@gmail.com; jam143chavez@gmail.com,"UNIT 2A F RESIDENCES 217 MALINAO ST. BRGY. HIGHWAY HILLS, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,12943
MANILA HEARING AID-MEGAMALL (JOMA PROPERTY DEVELOPMENT CORP. - MEGAMALL),TEL.#: 8-633-6039 CP: 0929-199-7919 EMAIL: megamall@manilahearingaid.com.ph,5/F SM MEGAMALL BLDG. A EDSA MANDALUYONG CITY,NCR,METRO MANILA,MANDALUYONG,,11879
"THE MEGACLINIC ""FORMERLY: DELOS SANTOS STI MEGACLINIC""",TEL.# 8-637-9661 to 68; HMO: 8-274-5565 Loc. 137 CP: 0919-081-9115; 0998987-6549; EMAIL:  wellness.mega@keralty.com.ph; hmo@megaclinic.com.ph,"5/F SM MEGAMALL BLDG. A, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,10727
GLOBAL MULTISPECIALTY HEALTH AND WELLNESS CLINIC,"Tel.#: 8-534-9208, 8-535-4774 CP: 0932-380-0098 EMAIL: gmdhealthcare@yahoo.com.ph","FCCG MANSION, UNIT 102, 113-AGLIPAY ST., MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11180
HEALTH CUBE GREENHILLS INC.,Telephone:  (02) 8-652-1111,"G/F HIGH POINTE MEDICAL HUB SHAW BLVD. COR. M. YULO ST. BAGONG SILANG MANDALUYONG CITY, METRO MANILA",NCR,METRO MANILA,MANDALUYONG,,12543
HEALTH DELIVERY SYSTEM INC. (HEALTHFIRST CLINICS),CP: 0917-816-0369,"LEVEL B. WILLIAMS ST. COR. MAYFLOWER ST. GREENFIELD DISTRICT, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,13930
HEALTHWAY MEDICAL CLINIC-SHANGRI-LA,Tel.#: 7-720-6119 MOBILE: 0917-821-0832;0908-869-7784; 0932-884-4929,"5TH LEVEL WELLNESS ZONE, SHANGRI-LA PLAZA MALL EDSA COR. SHAW BLVD., MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,10511
"HEMOTEK RENAL CENTER, INC. -HIGH POINTE BRANCH",Tel: 8-638-9104; 8-638-6989 M: 0945-706-8395,"2F HIGH POINTE MEDICAL HUB CENTER SHAW BLVD., BAGONG SILANG, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,12648
"MEGACORRRS, INC.","TEL.# 8-512-0396, 8-637-9661 TO 68 LOC. 115; CP. 0920-8373938","UNIT 552 A BLDG. A, 5/F SM MEGAMALL EDSA COR. DONA JULIA VARGAS AVE., WACK-WACK, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11075
"METRO MEDICAL SYSTEMS (MC LABHEALTH CARE SOLUTIONS, INC)",TEL.#: 8-451-0039 EMAIL: k_alocada@mclab.com,"UPPER GROUND FLOOR, WORLDWIDE CORPORATE CENTER, SHAW BLVD., MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,"
10555"
"NEPHRO SYSTEMS PHILS., INC.",TEL.#: 8-531-5344; 8-534-5952; 8-534-3226 EMAIL: ngdc.hr@gmail.com,"G/F  EASTGATE CENTER, 169 EDSA, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11057
PAIN & REHAB CARE GROUP CO.,TEL.#: 7-9147256 EMAIL: painandrehabcare@yahoo.com,"5/F BLDG. B, SM MEGAMALL, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,10643
POSITIEF CARE PHYSIOTHERAPY SERVICES,Tel.#: (02) 8559-7441 or Globe 0927-5805603 Email: positiefcarept@gmail.com,"UNIT  116 GRAND CENTRAL RESIDENCE EDSA COR. SULTAN ST. BRGY. HIGHWAY HILLS, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,12965
"MY HEALTH CLINIC (SKYWOOD HEALTH SERVICES, INC.)","Tel.#: 7-507-2696; 7-906-0518,CP: 0917-626-1251 Email: shangrilaccr@myhealth.ph","UNIT 146 G/F, EDSA SHANGRI-LA PLAZA, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,"
10970"
ST. MICHAEL'S MEDICAL CLINIC & DIAGNOSTIC CENTER - EDSA-SHAW STARMALL,TEL.#: 8-477-8937 EMAIL: smmc_aca@yahoo.com,"2/F STARMALL SHAW BLVD., MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,12552
"MYHEALTHWAY CLINIC AND LABORATORY CORP. (FORMERLY: ST. PATRICK'S HEALTH CARE SYSTEM, INC.)",Tel.# 8-533-9740-47 CP# 0917-8388840 EMAIL: myhealthywayclinic@gmail.com,566 SHAW BLVD. MANDALUYONG CITY,NCR,METRO MANILA,MANDALUYONG,,13075
STO. DOMINGO DIAGNOSTIC & MEDICAL CENTER CORP.-MANDALUYONG,TEL.#: 8-654-4651; 8-650-3743; 8-636-0721 EMAIL: sto.domingodiagnostic2@gmail.com,"LOWER GROUND FLOOR, STARMALL, EDSA COR. SHAW BLVD., WACK WACK, GREENHILLS EAST, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,11462
SUNRISE MEDICAL LAB. INC. (HI-PRECISION DIAGNOSTIC PLUS)-MANDALUYONG BRANCH,CP #: 09178327313,"NORKIS BLDG. NO. 11 CALBAYOG COR. DM GUEVARA ST., MANDALAUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,13047
THE MEDICAL CITY- SM LIGHT MALL,Tel.: 8696-36-22 / 8696-33-72; Email: tmcsmlightmall@medicalcity.com,"2ND FLOOR SM LIGHT MALL EDSA COR MADISON AVE BRGY. BARANGKA ILAYA, MANDALUYONG CITY ",NCR,METRO MANILA,MANDALUYONG,,11426
THE MEDICAL CITY -SM SHAW,"TEL.#: 8-260-9375; 8-290-2379, 8-698-1486 CP: 0916-399-3587 Email: tmcsmshaw@themedicalcity.com","GROUND FLOOR SM HYPERMARKET COR. MAGALONA ST. BRGY. BAGONG SILANG, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,12580
URO CENTRAL SPECIALISTS INC.,Tel.#: 8-477-1633 Mobile: 09178678663 ; Email: stonecentervrpmc@yahoo.com,"G/F VICTOR POTENCIANO MEDICAL CENTER 163 EDSA, MANDALUYONG CITY",NCR,METRO MANILA,MANDALUYONG,,10008
ACTIVE HEARING CENTER (EPHPHATHA INC.)- MAIN OFFICE,TEL.#: 8-523-0098 EMAIL: businessdevelopment@activehearing.com.ph,"ROOM 612 6TH FLOOR DONA FELISA SYJUCO BLDG. REMEDIOS ST. COR. TAFT AVE., MALATE MANILA 1004",NCR,METRO MANILA,MANILA,,12784
ACTIV PHYSIOTHERAPY PAIN AND WELLNESS CENTER - MANILA (ACTIV ONE PHYSIOTHERAPY PAIN AND WELLNESS CENTER),TEL.#: 7-576-1210 MOBILE NO.: 0906-368-1504,"MANILA DOWNTOWN YMCA #947 SABINO PADILLA ST., BINONDO, MANILA",NCR,METRO MANILA,MANILA,,11399
CL CORRECTIVE CARE PHYSICAL THERAPY CLINIC,TEL.#: (02) 8296-5681 M: 0922-924-5311,"UNIT 403 AND 405 WEST EAST CENTER TAFT AVE., ERMITA, MANILA",NCR,METRO MANILA,MANILA,,12871
CVMC CLINICS AND SURGICENTER INC.,TEL.#: 5310-6822,"3F AND 4F #3434 RAMON MAGSAYSAY BLVD. ZONE 063, BRGY. 627 STA. MESA, MANILA ",NCR,METRO MANILA,MANILA,,13063
"EL ROI MEDICAL CLINIC AND DIAGNOSTIC CENTER, INC.",TEL.#: (02) 8-961-4647,"3RD &  4TH FLR. LEON DE ORO PLACE 2125 GUINTO ST.  BRGY. 725 ZONE 79, MALATE, MANILA",NCR,METRO MANILA,MANILA,,13956
EMMANUEL MEDICAL AND DIAGNOSTIC CENTER (FOR APE ENDORSEMENT ONLY),TEL.: 02-8523-8009 MOBILE: 09565436655; 09478533357,2106 TAFT AVENUE BRGY. 725 ZONE 079 MALATE MANILA,NCR,METRO MANILA,MANILA,,12976
GLOBAL MULTI-SPECIALTY HEALTH & WELLNESS CLINIC - PACO,TEL.#: 8-935-7288 CP: 0933-494-7595; 0923-520-9244 EMAIL: gmhw_paco@yahoo.com; gmdhealthcare@yahoo.com.ph; glynn.gmdhealthcare@yahoo.com,"1656 ANGEL LINAO ST., PACO, MANILA",NCR,METRO MANILA,MANILA,,11362
I-SCAN HEALTHCARE INC.-MANILA BRANCH,TEL.#: 8241-8888,2119 DIMASALANG RD. STA. CRUZ MANILA,NCR,METRO MANILA,MANILA,,13085
IVIEW SCAN IMAGING INC,TEL.: # 8-247-4477 MOBILE: 0942-969-4732,"1/F JT CENTRALE 1686 V.E. FUGOSO ST., STA. CRUZ, METRO MANILA",NCR,METRO MANILA,MANILA,,12704
"MANILA HEARING AID-TAFT (GENERIC HEARING AIDS CENTER, INC. - MANILA)",TEL.#: 8-521-5726; 8-405-0141 CP: 0906-236-3124 EMAIL: taft@manilahearingaid.com.ph,"4/F MANILA ASTRAL TOWER, COR. TAFT AVE. AND PADRE FAURA ERMITA MANILA",NCR,METRO MANILA,MANILA,,11882
MY HEALTH CLINIC (HAMPTON HEALTH SERVICES INC.),Tel.#: 7-251-9172 M: (0917) 620-7764; Email: robmanilaccr@myhealth.ph,"3RD LEVEL MEZZANINE, PEDRO GIL WING ROBINSONS PLACE MANILA, PADRE FAURA ST., ERMITA MANILA",NCR,METRO MANILA,MANILA,,11862
HEALTHWAY MEDICAL CLINICS-ROBINSON'S PLACE,"TEL.#: 751-4929 press 6; 8-528-4556, 7-720-6112 CP: 0917-847-9722 EMAIL: rpm@healthway.com.ph; pcc.rpm@healthway.com.ph",GF 8 ADRIATICO TOWER P. FAURA ST. CORNER J. BOCOBO ERMITA MANILA,NCR,METRO MANILA,MANILA,,10509
HI PRECISION DIAGNOSTIC CENTER INC-BINONDO,"CP: (0963) 422-8619, (0942) 980-5898","UNIT G01, PRINCEVIEW PARKSUITES, PARAMOUNT BUILDING 434 QUINTIN PAREDES ST., BARANGAY 289 ZONE 027, BINONDO, MANILA ",NCR,METRO MANILA,MANILA,,13970
ACCURATE HEALTH MEDICAL CORP. (AKA HEARTLAND MEDICAL & DIAGNOSTIC CENTER),TEL.#: 8-371-1688 CP: 0908-885-6413 EMAIL: heartland@accuratehealthmedical.com,"1853 LEON GUINTO ST. BRGY. 693 ZONE 75, MALATE, MANILA",NCR,METRO MANILA,MANILA,,12913
AGILE PHYSIORECOVERY PHYSICAL THERAPY CLINIC,TEL.#: (02) 8251-9822 CP: (0917) 110-8872,"ROOM 408 4/F DONA FELISA SYJUCO BLDG. 1872 TAFT AVE. COR. REMEDIOS ST. MALATE, MANILA",NCR,METRO MANILA,MANILA,,13609
ARAMAX SOLUTIONS INC.,TEL.#: (02) 8526-8347,"286 G/F ANNEX PAVILION CHINESE GENERAL HOSPITAL AND MEDICAL CENTER BLUMENTRITT ST. BRGY. 372 ZONE 037 1014 SANTA CRUZ, MANILA",NCR,METRO MANILA,MANILA,,13608
HEALTHVIEW MRI CORPORATION,TEL.#: (02) 8-742-3751/55 EMAIL: chinesegenmri@gmail.com,"3RD FLOOR MEDICAL SUITES BUILDING, CHINESE GENERAL HOSPITAL & MEDICAL CENTER, 286 BLUMENTRITT ST., STA. CRUZ 1104 MANILA",NCR,METRO MANILA,MANILA,,10940
MANSALAPUZ PHYSICAL THERAPY CLINIC,"TEL.#: (02) 8-566-1152; CP: (0926) 912-0566, (0970) 172-1598","UNIT 305, ONE AGM PLAZA, 1830 RIZAL AVENUE, STA. CRUZ, MANILA ",NCR,METRO MANILA,MANILA,,13546
"MARITIME REHABILITATION & PHYSICAL THERAPY CENTER THE PHILIPPINES, INC. (FORMERLY: HELPING ARMS MEDICAL SERVICES, INC.)",Tel#: 3-498-1553; CP: (0933)511-4252; Email: maritime_rehabilitation@yahoo.com,"#1724 PWU INTERNATIONAL HOUSE LEON GUINTO ST. MALATE, MANILA",NCR,METRO MANILA,MANILA,,11762
HEALTHLINE MEDICAL HEALTH SERVICES,"TEL. #: (02) 8 289-9129, CP: (0917) 522-0601","1125 MARIA OROSA STREET, BRGY. 670 ERMITA, MANILA 1000",NCR,METRO MANILA,MANILA,,13839
"HERMOSA SURGICAL CARE CENTER, INC.",TEL.#: 554-1267 MOBILE: 0932-557-6594; 0905-529-2753 EMAIL: hermosa@deseretoptical.com,"UNIT 202,203,204 & 205 2ND FLOOR BMCI BLDG. NO. 3 1142 HERMOSA ST. MANUQUIT SUBD. BRGY. 202-A ZONE 18 TONDO, MANILA 1012",NCR,METRO MANILA,MANILA,,11780
"HEMOTEK RENAL CENTER, INC- MALATE",Tel #: (02) 8-398-0686 / 8-251-5895 CP: 0999-3687907,"463 REMEDIOS STREET, MALATE, MANILA",NCR,METRO MANILA,MANILA,,11571
"HI-PRECISION DIAGNOSTICS-KALAW (LAB 1 DIAGNOSTICS, INC.)", Tel. No: (02) 8-404-1441/ 8-4050151;  Telefax No: (02) 8-404-1441;  Mobile No: 0933-8193852/ 09175782256;  E-mail Address: hpkalaw@hi-precision.com.ph,"G/F ROOM 102 SAN LUIS TERRACES, 638 T. M. KALAW ST., ERMITA, MANILA",NCR,METRO MANILA,MANILA,,10104
"HI-PRECISION DIAGNOSTICS INC. (SUNRISE MEDICAL LAB, INC.-LACSON BRANCH)", Tel. No:    8-5880147/8- 404-0102 / 8-404-0261/ 6-310-0874;  Mobile No: 0933-8690035/0917-6289073;  E-mail Address:  hplacson@hi-precision.com.ph,"MEZZANINE & 2ND FLOOR, PACIFIC SKYLOFT BLDG. 1160 GOVERNOR FORBES, LACSON AVE., SAMPALOC MANILA",NCR,METRO MANILA,MANILA,,12563
HI-PRECISION DIAGNOSTIC CENTER INC.-STA. ANA BRANCH,TEL. NO.: 8661-6244 Mobile No:  (0998) 967-2274; (0917) 803-2504; (0917) 847- 1497 (RT-PCR)  E-mail Address:  hpdsta.ana@hi-precision.com.ph,"G/F RIVERGREEN RESIDENCES 2217 PEDRO GIL ST. BRGY. 880, ZONE 97, STA. ANA MANILA CITY",NCR,METRO MANILA,MANILA,,13040
"SUNRISE MEDICAL LAB, INC. (FORMERLY: HI-PRECISION DIAGNOSTICS INTERNATIONAL)",TEL. NO: (02)8- 405-0039; 8-405-0135 Mobile No:  (0933) 815-0532; (0943) 135-1861; (0917) 847-1513; Mobile no: RT-PCR (0917) 847-5713; (0917) 847-1513   E-mail Address: hptaft@hi-precision.com.ph,"1852 TAFT AVE., MALATE, MANILA ",NCR,METRO MANILA,MANILA,,12621
"HEALTHMAX MEDICAL AND DIAGNSOTIC CENTER OPC (FORMERLY: INTERNATIONAL HEALTH AIDE DIAGNOSTIC SERVICES, INC.)","Tel.#:  (02) 7-257-0682, CP: (0933) 821-4213","796 QUIRINO AVE., MALATE, MANILA",NCR,METRO MANILA,MANILA,,10974
INTERNATIONAL HEALTH SCREENING CORPORATION,Tel . No.:5310-1508; M: 0917-7029249;  Fax No.:8536-4675 E-mail address : ihscphilippines@yahoo.co.uk; ,"UNITS 401-402 4F ALTOHA BLDG. NO. 2100 MADRE IGNACIA ST. MALATE, MANILA",NCR,METRO MANILA,MANILA,,12970
"I.M. HEALTH MEDICAL SERVICES & WELLNESS CENTER, INC.",TEL.#: 8-742-9762 CP: 0932-158-4756 EMAIL: imhealthvertex1@gmail.com,"2015 HERRERA ST., CORNER JP RIZAL AVENUE., STA. CRUZ, MANILA",NCR,METRO MANILA,MANILA,,11735
JED DIAGNOSTIC CENTER,TEL.#: 8-522-5086 CP: 0917-505-5743 (Ms. Jenny) EMAIL: jeddiagnostic_center@yahoo.com,"3/F, GODINO TOWER, #350 AROCEROS ST., ERMITA, MANILA",NCR,METRO MANILA,MANILA,,10521
"LA SANTE MEDICAL & DIAGNOSTIC CENTER, INC.","TEL.#: 8-523-0850, CP: (0917)568-9571","UNIT 103 AND 104 G/F AUSSIE TOWER 1418 M H DEL PILAR ST. BRGY. 668 ZONE 072 ERMITA, MANILA",NCR,METRO MANILA,MANILA,,11795
LIBERTY HALL PHYSICAL THERAPY CLINIC INC.,Tel: 7-577-2258 Mobile: 0917-874-4413,"2ND FLOOR LIBERTY HALL BLDG., 820 BENAVIDEZ ST., BINONDO MANILA",NCR,METRO MANILA,MANILA,,11643
MEDHAUS MULTI-SPECIALTY & DIAGNOSTIC CLINIC,TEL.# 8-255-7821 CP: 0927-624-9929 EMAIL: rowena_young2000@yahoo.com; tondomedhaus@yahoo.com,"719 BULACAN ST. GAGALANGIN TONDO, MANILA",NCR,METRO MANILA,MANILA,,10738
NEPHROLOGY CENTER MANILA,Tel.#: 8-536-5108 to 10,"1963 TAFT AVE. BRGY. 703 ZONE 771 MALATE, MANILA",NCR,METRO MANILA,MANILA,,11063
"NEW WORLD DIAGNOSTICS, INC.-BINONDO (FORMERLY NEW WORLD LABORATORY-DASMARIÑAS)","Tel.# 8-790-8850, 8-251-4433, 8-251-4434, 8-251-4436 M: 0925-7138078 EMAIL: nwdi.ompin@yahoo.com; binondo@nwdi.com.ph","MEZZANINE FLOOR STRATA GOLD CONDOMINIUM 738 ONGPIN ST. BRGY. 296, BINONDO, MANILA (BESIDE PRESIDENT RESTAURANT)",NCR,METRO MANILA,MANILA,,10241
"NEW WORLD DIAGNOSTIC, INC.-MEDISCAN TAFT (FORMERLY NEW WORLD LABORATORY-MEDISCAN TAFT)",Tel.# 8-404-2775 EMAIL: rich.evangelista@nwdi.com.ph,"G/F WEST EAST BLDG., TAFT AVENUE COR. APACIBLE ST. ,ERMITA, MANILA",NCR,METRO MANILA,MANILA,,10241
"NEW WORLD DIAGNOSTICS, INC.- MIRASOL","TEL.# 8-790-8860, 3-498-1718, 8-521-0320 M: 0925-713-8084 Email: mirasol@nwdi.com.ph","MIRASOL BLDG., 1402 TAFT AVE. COR. G. APACIBLE ST. ERMITA, MANILA",NCR,METRO MANILA,MANILA,,10241
NOTREDAME MEDICO DENTAL CLINICS INC. (APE ONLY),Tel.#: 8-523-3437; Fax: 8-523-2311 loc. 126 CP: 09228125675 ,"ELENA II BLDG., 1036 J. NAKPIL ST. MALATE MANILA",NCR,METRO MANILA,MANILA,,10567
NOVAGEN EYE CENTER CO. - MANILA,CP:0998-554-2020,"UNIT 025 LGF SM CITY MANILA, CONCEPTION COR. ARROCEROS & SAN MARCELINO STS., MANILA",NCR,METRO MANILA,MANILA,,11775
PHILIPPINE ONCOLOGY CENTER CORPORATION-MANILA MED BRANCH,"TEL.#: (02) 8-523-8131 Loc. 2547, (02)8-251-3462  CP: 09177067301 EMAIL: philco.rdmanilamed@gmail.com","RADIATION THERAPY UNIT, G/F YWCA MANILA MED ANNEX BLDG. UN AVE. GEN. LUNA ST. ERMITA MANILA",NCR,METRO MANILA,MANILA,,12714
"PMP DIAGNOSTIC CENTER, INC. - MANILA","TEL.#: 8-522-3302,  8-527-3767  TELEFAX: 8-404-2807 EMAIL: pmpclinic@yahoo.com ","1428 G/F JOSHUA CENTER, TAFT AVE. ERMITA, MANILA",NCR,METRO MANILA,MANILA,,"
10575"
POLYMED LABORATORY-ABAD SANTOS,Tel#: 8-401-1102  CP: 0932-5655557; Email: polymedresults@gmail.com; polymedlab@gmail.com,"1155 2/F HERMOSA ST. COR. J. ABAD SANTOS, MANILA",NCR,METRO MANILA,MANILA,,10859
